Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Cheeseman, N.","16027994400","Conclusion: Political institutions and democracy in Africa: A research agenda",2018,"Institutions and Democracy in Africa: How the Rules of the Game Shape Political Developments",,"",,351,375,,14,10.1017/9781316562888.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048002480&partnerID=40&md5=f836d28141b613f75cf6ac5f206a3e22",Book Chapter,Final,"",Scopus,2-s2.0-85048002480
"Cheeseman, N.","16027994400","Institutions and democracy in Africa: How the rules of the game shape political developments",2018,"Institutions and Democracy in Africa: How the Rules of the Game Shape Political Developments",,"",,1,381,,16,10.1017/9781316562888,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047997577&partnerID=40&md5=3538903fe1c090c751fdaba8f67535c7",Book,Final,"",Scopus,2-s2.0-85047997577
"Ndulo, M.","16070106300","Constitutions: The politics of constitutional reform",2018,"Institutions and Democracy in Africa: How the Rules of the Game Shape Political Developments",,"",,117,136,,3,10.1017/9781316562888.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047976051&partnerID=40&md5=70b6a5f28aeb9da18109160a940594fd",Book Chapter,Final,"",Scopus,2-s2.0-85047976051
"Cooper, I.","13609395600","Political parties: Presidential succession crises and internal party democracy",2018,"Institutions and Democracy in Africa: How the Rules of the Game Shape Political Developments",,"",,191,212,,3,10.1017/9781316562888.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047964287&partnerID=40&md5=a88d69597bea4306996be831b7a56d4a",Book Chapter,Final,"",Scopus,2-s2.0-85047964287
"Bach, T., Hammerschmid, G., Löffler, L.","36496388000; 12445659400; 57113416700","More delegation, more political control? Politicization of senior-level appointments in 18 European countries",2018,"Public Policy and Administration",,"",,,,,13,10.1177/0952076718776356,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047408289&partnerID=40&md5=3b70edc4659d9660bd8ff68f206c8c51",[No source information available],Article in Press,"All Open Access, Bronze, Green",Scopus,2-s2.0-85047408289
"Levi-Faur, D.","6603608397","Change and continuity in the Israeli political economy: Multi-level analysis of the telecommunications and energy sectors",2018,"The New Israel: Peacemaking and Liberalization",,"",,161,188,,9,10.4324/9780429496165,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047358882&partnerID=40&md5=358b17a7ef0cc9cfa55149427b2bb0d6",Book Chapter,Final,"",Scopus,2-s2.0-85047358882
"Jaquette, J.S.","6603377577","The women’s movement in Latin America: Participation and democracy, second edition",2018,"The Women's Movement in Latin America: Participation and Democracy, Second Edition",,"",,1,257,,1,10.4324/9780429494291,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047108170&partnerID=40&md5=73cebfa7238bd3139e17d7215817c49c",Book,Final,"",Scopus,2-s2.0-85047108170
"Sandbrook, R.","6602418156","Patrons, clients, and factions: New dimensions of conflict analysis in Africa",2018,"Africa: Dilemmas of Development and Change",,"",,64,83,,,10.4324/9780429502538,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047040706&partnerID=40&md5=b3f91c43ba6ae9bec7c5e5517c001f5c",Book Chapter,Final,"",Scopus,2-s2.0-85047040706
"Saugmann, R.","57200941308","Surveillance",2018,"Visual Global Politics",,"",,288,293,,,10.4324/9781315856506,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047029975&partnerID=40&md5=87b90224ce723024e4bae81d8adcefe5",Book Chapter,Final,"",Scopus,2-s2.0-85047029975
"Ortbals, C.D., Poloni-Staudinger, L.M.","22234616100; 9248124400","Gender and political violence: Women changing the politics of terrorism",2018,"Gender and Political Violence: Women Changing the Politics of Terrorism",,"",,1,349,,8,10.1007/978-3-319-73628-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046485456&partnerID=40&md5=3af013875cf1544068d5d1187d8c25f9",Book,Final,"All Open Access, Green",Scopus,2-s2.0-85046485456
"Berenson, E.","24754690300","The politics of atrocity: The scandal in the French Congo (1905)",2018,"Historia y Politica",,"39",,109,138,,,10.18042/hp.39.05,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046030039&partnerID=40&md5=fc11f14502916b4bd06b4e1e52576abe",Review,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85046030039
"Dejung, C., Cohen, P.","35768823000; 57201637572","Commodity trading, globalization and the colonial world: Spinning the web of the global market",2018,"Commodity Trading, Globalization and the Colonial World: Spinning the Web of the Global Market",,"",,1,377,,10,10.4324/9781315646831,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045453766&partnerID=40&md5=8cc2f673abea54f0b485bdbf00cfc00d",Book,Final,"",Scopus,2-s2.0-85045453766
"Andersen, D.D.E.","56415850200","Does Meritocracy Lead to Bureaucratic Quality? Revisiting the Experience of Prussia and Imperial and Weimar Germany",2018,"Social Science History",42,"2",,245,268,,2,10.1017/ssh.2017.48,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045193359&partnerID=40&md5=e82dd3871c7073f8c5051f4d19ea2991",Review,Final,"All Open Access, Green",Scopus,2-s2.0-85045193359
"Rubin, E.L.","7201763346","Statutory design as policy analysis",2018,"Harvard Journal on Legislation",55,"1",,143,184,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044251662&partnerID=40&md5=70ce5ceacc2e9603277c79c463c328fe",Article,Final,"",Scopus,2-s2.0-85044251662
"Blue, L.","57201214725","Religion and organisation",2018,"European Judaism",51,"1",,98,103,,,10.3167/ej.2017.510113,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044001993&partnerID=40&md5=f3ad454288cf2701e8041b60ccbe66d4",Article,Final,"",Scopus,2-s2.0-85044001993
"Lobato, T.K.","57193109675","Policies in movement: Institutions, state and indigenous officials at the Amazonas' Bureau for Indigenous people, Brazil | Políticas em movimento: Instituições, ações de estado e servidores públicos indígenas na Secretaria de Estado para os Povos Indígenas do Amazonas (Seind/AM)",2018,"Horizontes Antropologicos",24,"50",,53,82,,,10.1590/S0104-71832018000100003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043493009&partnerID=40&md5=61212b2c16a853c39e602d8416b89b21",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85043493009
"Livermore, M.A., Eidelman, V., Grom, B.","14019625400; 51664873500; 57201151579","Computationally assisted regulatory participation",2018,"Notre Dame Law Review",93,"3",,977,1034,,18,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043349900&partnerID=40&md5=263ddb61ffbb4e190f295870ffe7347c",Review,Final,"",Scopus,2-s2.0-85043349900
[No author name available],[No author name available],"Corrigendum: Landscape political ecologies of urban ‘swiftlet farming’ in George Town, Malaysia (Cultural Geographies, (2017) 24,(3) (421-439), 10.1177/1474474016684128)",2018,"Cultural Geographies",25,"1",,263,264,,,10.1177/1474474017736172,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041738509&partnerID=40&md5=ed47e3fef7e87396a127f45e424a1713",Erratum,Final,"All Open Access, Bronze",Scopus,2-s2.0-85041738509
"Cummins, I.","56155073700","Poverty, inequality and social work: The impact of neoliberalism and austerity politics on welfare provision",2018,"Poverty, Inequality and Social Work: The Impact of Neoliberalism and Austerity Politics on Welfare Provision",,"",,1,188,,26,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041673873&partnerID=40&md5=aa8abf4d469de12456f05aa73904bd65",Book,Final,"",Scopus,2-s2.0-85041673873
"Sengupta, I.","56567803700","Preservation between empire, nation and nationalisms: the problem of history and heritage in India",2018,"Nations and Nationalism",24,"1",,110,130,,3,10.1111/nana.12376,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039149652&partnerID=40&md5=7b700367a1855f0eb16f75ed9a50e0d2",Article,Final,"",Scopus,2-s2.0-85039149652
"Cooper, C.A.","57207940006","Bureaucratic Identity and the Resistance of Politicization",2018,"Administration and Society",50,"1",,30,52,,17,10.1177/0095399715581046,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038585674&partnerID=40&md5=202ada0d21e13b83eb3ca2beaa115a61",Article,Final,"",Scopus,2-s2.0-85038585674
"Tanigawa, S.","57198446837","The Policy of the Military “Supporting the Left” and the Spread of Factional Warfare in China’s Countryside: Shaanxi, 1967–1968",2018,"Modern China",44,"1",,35,67,,1,10.1177/0097700417714159,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85036580692&partnerID=40&md5=e36f5e19c083f43f91ff2b00c642e7f1",Article,Final,"",Scopus,2-s2.0-85036580692
"Rahman, M.S., Sarker, P.K., Sadath, M.N., Giessen, L.","57205396849; 57189093437; 55442821100; 26428061200","Policy changes resulting in power changes? Quantitative evidence from 25 years of forest policy development in Bangladesh",2018,"Land Use Policy",70,"",,419,431,,11,10.1016/j.landusepol.2017.11.029,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034655415&partnerID=40&md5=ffce90f7d9d00565e401a2032a834189",Article,Final,"",Scopus,2-s2.0-85034655415
"Lovell, J.P.","57189188859","The agonies of adjustment to post-vietnam realities",2018,"New Civil-Military Relations: The Agonies of Adjustment to Post-Vietnam Realities",,"",,3,35,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85033881773&partnerID=40&md5=0a9db983692ea0e7547a2c7b19fb256d",Book Chapter,Final,"",Scopus,2-s2.0-85033881773
"Boräng, F., Cornell, A., Grimes, M., Schuster, C.","56473580000; 56423447900; 12804453800; 57188769754","Cooking the books: Bureaucratic politicization and policy knowledge",2018,"Governance",31,"1",,7,26,,15,10.1111/gove.12283,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018758168&partnerID=40&md5=0193bb11714e72cdb90a533e4046e796",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85018758168
"Wempe, S.A.","57188627990","Peripheral players? German colonial interests, the press, and the spirit of locarno",2018,"International History Review",40,"1",,177,205,,2,10.1080/07075332.2017.1298530,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014602181&partnerID=40&md5=194125b6d81b755fbaa223cfb5da2695",Article,Final,"",Scopus,2-s2.0-85014602181
"Hick, R.","25927109300","Enter the Troika: The Politics of Social Security during Ireland's Bailout",2018,"Journal of Social Policy",47,"1",,1,20,,25,10.1017/S0047279417000095,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014125029&partnerID=40&md5=c5b05415c0d44cc13e42230210095e4d",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85014125029
"Wilhelmy, M.","57194071312","Politics, bureaucracy, and foreign policy in chile",2018,"Latin American Nations in World Politics: Second Edition",,"",,61,79,,3,10.4324/9780429495052,"https://www.scopus.com/inward/record.url?eid=2-s2.0-6244294843&partnerID=40&md5=a4b2a6e1d2be7f48770dff73b775a6f7",Book Chapter,Final,"",Scopus,2-s2.0-6244294843
"Eckersley, R.","22134278500","Disciplining the market, calling in the state: The politics of economy-environment integration",2018,"The Emergence of Ecological Modernisation: Integrating the Environment and the Economy?",,"",,233,252,,8,10.4324/9781315812540-11,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33745786212&partnerID=40&md5=3453c16411928ca29ac9f663f1de40cc",Book Chapter,Final,"",Scopus,2-s2.0-33745786212
"Kennard, A.","56409819000","The institutionalization of borders in central and Eastern Europe: A means to what end?",2018,"Routing Borders Between Territories, Discourses and Practices",,"",,193,210,,6,10.4324/9781315193786-11,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33646674388&partnerID=40&md5=bc663ac301fcf3441e2a53907fb75627",Book Chapter,Final,"",Scopus,2-s2.0-33646674388
"Yasuda, J.K.","55990454400","On feeding the masses: An anatomy of regulatory failure in China",2017,"On Feeding the Masses: An Anatomy of Regulatory Failure in China",,"",,1,258,,14,10.1017/9781108185851,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047124272&partnerID=40&md5=20a9b2043e10abb1c2e0faaf87ae6e1c",Book,Final,"",Scopus,2-s2.0-85047124272
"Mukherji, R., Jha, H.","6603964488; 57199227678","Bureaucratic rationality, political will, and state capacity: MGNREGS in undivided Andhra Pradesh",2017,"Economic and Political Weekly",52,"49",,53,60,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85037715903&partnerID=40&md5=5b51a3109293e7e9b270340e96495f06",Article,Final,"",Scopus,2-s2.0-85037715903
"Albrecht, P.","56992450900","The hybrid authority of Sierra Leone's chiefs",2017,"African Studies Review",60,"3",,159,180,,9,10.1017/asr.2017.87,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047406800&partnerID=40&md5=bb49289953fc7d36ca402576bd8eb75d",Review,Final,"",Scopus,2-s2.0-85047406800
"Hausmann, F.-R.","26038094300","Romance philology in exile. The national socialist politics of purge and its consequences: The case of the romance philologist Erich Auerbach | Romanistica tedesca in esilio La politica di espulsione del Nazionalsocialismo e le sue conseguenze: Il caso del romanista erich auerbach",2017,"Intersezioni",37,"3",,363,379,,,10.1404/87934,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041690868&partnerID=40&md5=263a29be7defc0c9a7eb5e8a022b6d79",Review,Final,"",Scopus,2-s2.0-85041690868
"Reyes, V.C.","30767776400","Networks of dis(Trust) and gaming development in the philippines: PAGCOR and the entertainment city",2017,"Pacific Affairs",90,"4",,725,742,,1,10.5509/2017904725,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035760178&partnerID=40&md5=48a44eb0e84cb9c1dee6e34c68e89881",Article,Final,"",Scopus,2-s2.0-85035760178
"Picciotto, S.","6603172145","Regulation: Managing the Antinomies of Economic Vice and Virtue",2017,"Social and Legal Studies",26,"6",,676,699,,13,10.1177/0964663917729873,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034606165&partnerID=40&md5=195997211118bd1554d98b6f97fc3528",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85034606165
"Spiegel, S.J.","10045062200","EIAs, power and political ecology: Situating resource struggles and the techno-politics of small-scale mining",2017,"Geoforum",87,"",,95,107,,48,10.1016/j.geoforum.2017.10.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034080361&partnerID=40&md5=b71f433e272ea326d68446064d994961",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85034080361
"Eddy, M.D.","8736987200","The politics of cognition: Liberalism and the evolutionary origins of Victorian education",2017,"British Journal for the History of Science",50,"4",,677,699,,2,10.1017/S0007087417000863,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031501421&partnerID=40&md5=5bbf647a1681e2323e7843333adb9060",Review,Final,"All Open Access, Green",Scopus,2-s2.0-85031501421
"Schultz, O.J.","56017386400","The micro-politics of small-scale fisheries governance in South Africa: a case study of community-based political representation as a form of brokerage",2017,"Maritime Studies",16,"1", 7,,,,3,10.1186/s40152-017-0060-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015992589&partnerID=40&md5=dc357f6fad0b8e905ae5cd5dc8ef47b4",Article,Final,"",Scopus,2-s2.0-85015992589
"Manulak, M.W.","36713849800","Leading by design: Informal influence and international secretariats",2017,"Review of International Organizations",12,"4",,497,522,,15,10.1007/s11558-016-9245-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84975783838&partnerID=40&md5=03f08882c14fc2286cd37dd6b878088f",Article,Final,"",Scopus,2-s2.0-84975783838
"de Moraes, R.M., Teixeira, A.J.C.","57189573520; 48561910700","When Engagement Meets Politics: Analysis of a Brazilian Public Institution",2017,"Public Organization Review",17,"4",,495,508,,4,10.1007/s11115-016-0353-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84973121815&partnerID=40&md5=2ef3b9e9848cb8e4150ce29a8589e86d",Article,Final,"",Scopus,2-s2.0-84973121815
"Schmidt, U.","40661856200","Preparing for poison warfare: The ethics and politics of Britain's chemical Weapons Program, 1915-1945",2017,"One Hundred Years of Chemical Warfare: Research, Deployment, Consequences",,"",,77,104,,,10.1007/978-3-319-51664-6_6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055013696&partnerID=40&md5=171293956ce68c4e4bfc8f108c0fbb9f",Book Chapter,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85055013696
"Baghdasaryan, M.","42761063800","The practice of political rights and patron–client relations: a case study of a party in Armenia",2017,"Citizenship Studies",21,"8",,1034,1051,,3,10.1080/13621025.2017.1380603,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030158034&partnerID=40&md5=3b8ae2018b8ec63d5ca75c9d8a9858b8",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85030158034
"Mishima, K.","55302960600","A Big Bang for Japanese Mandarins? The Civil Service Reform of 2014",2017,"International Journal of Public Administration",40,"13",,1101,1113,,8,10.1080/01900692.2016.1242615,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009247287&partnerID=40&md5=ebabb66f199f19dcfe8205b268458db5",Article,Final,"",Scopus,2-s2.0-85009247287
"Karlsen, R., Saglie, J.","35317630200; 6602551550","Party bureaucrats, independent professionals, or politicians? A study of party employees",2017,"West European Politics",40,"6",,1331,1351,,14,10.1080/01402382.2017.1290403,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014529788&partnerID=40&md5=571c52bcf957717eabc92e6aab3cbbf1",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85014529788
